"id";"name";"type";"lookface";"mapid";"cellx";"celly";"life";"maxlife";"base";"sort"
30007;"StageGuard";2;7011;1040;443;508;0;0;0;0
30008;"StageGuard";2;7011;1040;419;532;0;0;0;0
30009;"StageGuard";2;7011;1040;395;556;0;0;0;0
30010;"StageGuard";2;7011;1040;371;580;0;0;0;0
30011;"GreenSnake";2;7020;1040;532;326;0;0;0;0
30012;"GreenSnake";2;7020;1040;534;324;0;0;0;0
30013;"GreenSnake";2;7020;1040;536;322;0;0;0;0
30014;"GreenSnake";2;7020;1040;538;320;0;0;0;0
30015;"GreenSnake";2;7020;1040;540;318;0;0;0;0
30016;"StageGuard";2;7011;1040;419;436;0;0;0;0
30017;"StageGuard";2;7011;1040;395;460;0;0;0;0
30018;"StageGuard";2;7011;1040;371;484;0;0;0;0
30019;"StageGuard";2;7011;1040;347;508;0;0;0;0
30020;"StageGuard";2;7011;1040;323;532;0;0;0;0
30021;"EvilHawk";2;7030;1040;482;278;0;0;0;0
30022;"EvilHawk";2;7030;1040;484;276;0;0;0;0
30023;"EvilHawk";2;7030;1040;486;274;0;0;0;0
30024;"EvilHawk";2;7030;1040;488;272;0;0;0;0
30025;"EvilHawk";2;7030;1040;490;270;0;0;0;0
30026;"StageGuard";2;7011;1040;371;388;0;0;0;0
30027;"StageGuard";2;7011;1040;347;412;0;0;0;0
30028;"StageGuard";2;7011;1040;323;436;0;0;0;0
30029;"StageGuard";2;7011;1040;299;460;0;0;0;0
30030;"StageGuard";2;7011;1040;275;484;0;0;0;0
30031;"MonsterGeneral";2;7040;1040;426;222;0;0;0;0
30032;"MonsterGeneral";2;7040;1040;428;220;0;0;0;0
30033;"MonsterGeneral";2;7040;1040;430;218;0;0;0;0
30034;"MonsterGeneral";2;7040;1040;432;216;0;0;0;0
30035;"MonsterGeneral";2;7040;1040;434;214;0;0;0;0
30036;"StageGuard";2;7011;1040;323;340;0;0;0;0
30037;"StageGuard";2;7011;1040;299;364;0;0;0;0
30038;"StageGuard";2;7011;1040;275;388;0;0;0;0
30039;"StageGuard";2;7011;1040;251;412;0;0;0;0
30040;"StageGuard";2;7011;1040;227;436;0;0;0;0
30043;"TerminalGuard";2;7050;1040;383;179;0;0;0;0
30044;"TerminalGuard";2;7050;1040;385;177;0;0;0;0
30045;"TerminalGuard";2;7050;1040;387;175;0;0;0;0
30046;"StageGuard";2;7011;1040;275;292;0;0;0;0
30047;"StageGuard";2;7011;1040;251;316;0;0;0;0
30048;"StageGuard";2;7011;1040;227;340;0;0;0;0
30049;"StageGuard";2;7011;1040;203;364;0;0;0;0
30050;"StageGuard";2;7011;1040;179;388;0;0;0;0
30051;"TerminalGuard";2;7050;1040;389;173;0;0;0;0
30052;"TerminalGuard";2;7050;1040;391;171;0;0;0;0
30054;"GodCloud";2;7100;1040;83;184;0;0;0;0
30061;"GuardingKid";2;7130;1041;510;324;0;0;0;0
30062;"GuardingKid";2;7130;1041;584;393;0;0;0;0
30063;"GuardingKid";2;7130;1041;544;289;0;0;0;0
30064;"GuardingKid";2;7130;1041;616;361;0;0;0;0
30077;"KindTaoist";2;7110;1041;301;151;0;0;0;0
30090;"GuardingKid";2;7130;1041;512;322;0;0;0;0
600003;"Maggie";2;6100;1042;19;19;0;0;0;0
600004;"GuardianGod";2;6111;1043;204;150;0;0;0;0
600005;"Ghost";2;6127;1043;6;66;0;0;0;0
600006;"GuardianGod";2;6111;1044;204;150;0;0;0;0
600007;"Ghost";2;6127;1044;6;66;0;0;0;0
600008;"GuardianGod";2;6111;1045;204;150;0;0;0;0
600009;"Ghost";2;6127;1045;6;66;0;0;0;0
600010;"GuardianGod";2;6111;1046;204;150;0;0;0;0
600011;"Ghost";2;6127;1046;6;66;0;0;0;0
600012;"GuardianGod";2;6111;1047;204;150;0;0;0;0
600013;"Ghost";2;6127;1047;6;66;0;0;0;0
600014;"GuardianGod";2;6111;1048;204;150;0;0;0;0
600015;"Ghost";2;6127;1048;6;66;0;0;0;0
600016;"GuardianGod";2;6111;1049;204;150;0;0;0;0
600017;"Ghost";2;6127;1049;6;66;0;0;0;0
600018;"LonelyGhost";2;6132;1050;184;165;0;0;0;0
600019;"LonelyGhost";2;6132;1050;160;161;0;0;0;0
600020;"LonelyGhost";2;6131;1050;183;187;0;0;0;0
600021;"LonelyGhost";2;6133;1050;132;124;0;0;0;0
600022;"LonelyGhost";2;6134;1050;100;109;0;0;0;0
600023;"LonelyGhost";2;6132;1050;81;103;0;0;0;0
600024;"LonelyGhost";2;6132;1050;134;96;0;0;0;0
600025;"LonelyGhost";2;6135;1050;94;73;0;0;0;0
600026;"LonelyGhost";2;6133;1050;79;130;0;0;0;0
600027;"LonelyGhost";2;6132;1050;121;178;0;0;0;0
600028;"LonelyGhost";2;6136;1050;93;41;0;0;0;0
600029;"LonelyGhost";2;6130;1050;156;119;0;0;0;0
600030;"LonelyGhost";2;6132;1050;184;134;0;0;0;0
600031;"LonelyGhost";2;6135;1050;82;82;0;0;0;0
600032;"LonelyGhost";2;6133;1050;54;96;0;0;0;0
600033;"LonelyGhost";2;6137;1050;175;123;0;0;0;0
600034;"LonelyGhost";2;6131;1050;152;111;0;0;0;0
600035;"LonelyGhost";2;6132;1050;125;100;0;0;0;0
600036;"LonelyGhost";2;6133;1050;122;139;0;0;0;0
600037;"LonelyGhost";2;6135;1050;139;156;0;0;0;0
600038;"LonelyGhost";2;6136;1050;138;123;0;0;0;0
600039;"LonelyGhost";2;6137;1050;50;40;0;0;0;0
600040;"LonelyGhost";2;6133;1050;59;28;0;0;0;0
600041;"LonelyGhost";2;6135;1050;87;48;0;0;0;0
600042;"LonelyGhost";2;6132;1050;114;67;0;0;0;0
300011;"WarriorGuard";2;7690;1052;229;233;0;0;0;0
300012;"TrojanGuard";2;7710;1052;191;201;0;0;0;0
300013;"FireGuard";2;7720;1052;181;176;0;0;0;0
300014;"WaterGuard";2;7730;1052;206;179;0;0;0;0
300015;"ArcherGuard";2;7740;1052;243;219;0;0;0;0
30065;"ProtectingKid";2;7140;1060;510;324;0;0;0;0
30066;"ProtectingKid";2;7140;1060;582;395;0;0;0;0
30067;"ProtectingKid";2;7140;1060;542;291;0;0;0;0
30068;"ProtectingKid";2;7140;1060;615;363;0;0;0;0
30091;"ProtectingKid";2;7140;1060;512;322;0;0;0;0
30069;"ProtectingKid";2;7140;1061;510;324;0;0;0;0
30070;"ProtectingKid";2;7140;1061;582;395;0;0;0;0
30071;"ProtectingKid";2;7140;1061;542;291;0;0;0;0
30072;"ProtectingKid";2;7140;1061;615;363;0;0;0;0
30092;"ProtectingKid";2;7140;1061;512;322;0;0;0;0
30124;"Lauren";2;7540;1061;266;126;0;0;0;0
30127;"CellGuard";2;7530;1061;303;142;0;0;0;0
30073;"ProtectingKid";2;7140;1062;510;324;0;0;0;0
30074;"ProtectingKid";2;7140;1062;582;395;0;0;0;0
30075;"ProtectingKid";2;7140;1062;542;291;0;0;0;0
30076;"ProtectingKid";2;7140;1062;615;363;0;0;0;0
30093;"ProtectingKid";2;7140;1062;512;322;0;0;0;0
